HOECHST0,HOECHST1,HOECHST2,HOECHST3,HOECHST4,HOECHST5,HOECHST6,HOECHST7,HOECHST8,HOECHST9,A488_0,A488_1,Ki67,CD45RB,CD4,CD163,CD11b,IBA1,CD19,LaminAC,A555_0,LAG3,Keratin,CD3,CD45,CD68,FOXP3,ASMA,GFAP,BANF1,A647_0,Arl13b,PD1,PDL1,CD8A,CD14,CD21,CD20,gTubulin,LaminB,AREA,CIRC,X,Y,frame,COLS,ROWS,Xt,Yt
14501.954,16989.876,11262.265,7873.161,2969.741,2299.51,34349.952,12886.623,10736.993,13294.343,382.975,1018.062,359.287,705.534,3463.409,42184.513,3300.361,7177.656,211.145,1534.553,139.313,2461.187,142.596,185.739,521.941,3085.675,234.035,414.709,4016.731,306.743,64.38,1787.127,1758.634,264.606,2677.726,21287.556,2603.177,342.464,546.042,12682.926,113.441,0.871,6.278,126.171,158,4,15,1254.278,4536.171
19845.657,21623.206,15071.071,10387.801,3874.585,2967.229,30762.043,18941.819,17203.629,21426.236,222.624,549.846,193.19,1008.091,6629.618,1411.373,716.715,1147.105,231.348,176.724,81.56,661.255,56.343,1791.452,506.972,84.25,1152.69,540.547,1678.665,312.191,57.847,435.878,664.22,142.398,517.85,4292.191,1131.107,91.211,486.699,13462.597,101.294,0.896,306.821,129.703,158,4,15,1554.821,4539.703
17381.791,21736.77,12964.938,9010.642,3309.017,2478.68,34179.526,15836.942,14081.237,18678.964,247.846,580.838,197.205,933.084,3369.65,47656.728,4365.302,18576.303,287.386,1463.537,91.548,2492.173,45.701,167.675,451.375,925.134,163.844,136.342,114.853,331.427,52.116,851.476,1522.035,207.046,367.853,23674.808,1641.929,106.306,363.573,11757.737,76.367,0.89,340.536,128.11,158,4,15,1588.536,4538.11
14153.554,17273.584,9943.621,6836.67,2607.8,2004.938,30005.371,11558.692,9228.019,11726.933,246.246,600.274,202.284,7504.097,10048.53,11940.677,2404.461,5140.347,244.075,676.631,82.474,1213.621,73.774,1717.153,722.431,931.591,167.25,395.315,2556.724,277.338,64.39,1155.974,997.636,224.457,760.431,31422.11,2318.884,103.293,393.101,5473.304,49.01,0.92,315.426,129.393,158,4,15,1563.426,4539.393
17518.244,19866.802,13155.485,9308.446,3455.707,2692.065,29378.935,16321.491,14456.803,19277.416,335.627,794.455,1614.564,2585.815,14406.378,2224.513,1235.492,2307.406,449.413,349.15,117.221,1262.76,278.331,1359.714,1391.326,97.315,191,954.141,11880.535,329.899,58.744,2036.594,1701.792,455.182,3833.578,5543.046,2468.574,177.631,366.128,9121.874,94.534,0.92,159.58,133.287,158,4,15,1407.58,4543.287
12528.594,15329.533,9028.586,6331.594,2360.85,1775.548,27993.604,10603.722,8939.357,11406.584,235.211,568.14,201.302,2589.185,8118.611,10727.152,2151.791,4255.738,227.308,8691.795,81.688,1469.03,46.353,1151.886,685.264,1003.262,279.7,741.134,1082.17,411.509,62.517,775.162,987.771,169.247,809.444,14696.176,1561.945,61.621,627.493,12769.769,53.552,0.887,322.907,140.4,158,4,15,1570.907,4550.4
10184.049,12876.732,7620.493,5335.49,1980.795,1478.01,25815.183,9424.731,8593.887,11271.914,267.796,716.168,237.711,2439.835,2756.884,20873.476,3702.725,12977.153,278.751,13212.375,97.958,2090.199,37.086,168.6,711.098,1699.31,217.676,769.801,313.001,518.71,58.231,676.631,1215.432,298.476,495.397,32984.917,3325.725,84.565,454.089,1985.826,70.98,0.849,357.43,141.745,158,4,15,1605.43,4551.745
15148.455,18655.471,11340.601,7953.962,2948.323,2262.058,33456.734,13966.162,12085.194,15742.071,528.901,983.256,406.644,1712.324,12592.578,58773.828,6030.892,24566.039,421.349,304.668,173.643,5933.781,64.747,371.313,700.302,4249.185,325.053,571.651,513.854,391.088,63.965,1881.181,3035.098,291.377,762.614,46584.969,3217.848,160.416,1063.176,16056.084,91.683,0.852,293.463,146.599,158,4,15,1541.463,4556.599
10593.09,12037.983,8122.549,5807.931,2169.957,1689.714,28309.839,9842.058,8640.907,10923.349,214.242,540.503,215.584,722.931,2921.052,33764.321,2440.235,8464.872,292.22,436.622,80.375,1502.789,211.696,155.384,477.639,5958.844,185.936,381.838,7308.552,258.209,53.728,1703.998,1318.639,243.754,1181.89,16896.858,2548.235,286.83,449.524,9767.087,69.079,0.917,72.162,146.476,158,4,15,1320.162,4556.476
14866.661,16369.813,11163.221,7873.971,2963.787,2362.439,36546.495,13259.429,11238.93,13786.699,245.749,666.232,249.127,588.943,3168.816,22042.198,2943.618,10345.103,393.812,2544.638,90.382,1388.656,290.289,169.748,519.389,2872.594,206.946,502.427,9821.729,319.825,58.291,2251.562,1534.933,366.581,1673.656,17927.171,2389.774,350.587,418.522,10753.555,118.406,0.873,23.069,151.6,158,4,15,1271.069,4561.6
13305.382,16117.78,9564.422,6674.296,2513.441,1925.759,31096.605,11270.381,9674.135,12155.413,252.476,601.592,192.147,598.513,6151.832,30434.186,2214.574,10218.23,221.863,8934.887,82.703,1378.495,42.369,360.557,616.475,2509.245,168.5,524.492,96.741,544.615,51.871,1804.388,1467.574,220.277,992.226,13199.489,885.474,165.748,454.403,9632.405,121.786,0.786,375.564,154.565,158,4,15,1623.564,4564.565
20469.364,24802.28,15012.541,10473.413,3888.976,2988.62,41303.334,18395.017,15773.95,20091.961,473.052,1059.263,585.2,1471.171,8505.512,21670.972,4118.63,10305.642,422.702,16568.608,152.243,3799.849,72.182,667.17,529.948,1536.344,541.473,10357.411,1640.099,579.84,62.624,2796.86,2766.177,314.033,991.413,26665.521,5258.011,288.158,1109.076,15142.117,157.593,0.857,289.003,155.579,158,4,15,1537.003,4565.579
13952.793,16980.606,10313.945,7309.613,2694.622,2066.491,30260.581,12851.931,11494.056,15454.029,331.095,758.059,252.401,1223.947,5348.224,51496.498,4235.858,18312.09,394.8,1026.662,105.231,2092.492,976.482,200.913,552.232,3784.321,187.314,812.433,5415.555,349.054,68.784,2061.303,1416.737,315.932,731.28,35336.095,1858.24,158.19,728.517,14578.468,117.138,0.84,345.821,156.968,158,4,15,1593.821,4566.968
14100.029,17218.59,10336.347,7275.323,2734.558,2118.553,31673.645,12671.984,10851.64,14175.605,346.413,827.212,296.53,1241.639,9137.691,54052.679,3982.674,22276.513,408.883,514.087,121.753,3511.187,74.005,327.689,714.384,2757.992,210.818,529.556,3798.16,305.964,61.342,3757.619,2410.829,374.217,1217.511,26023.808,2322.475,222.653,894.307,13855.197,106.998,0.869,362.586,155.69,158,4,15,1610.586,4565.69
22586.137,26558.102,16584.016,11644.359,4302.314,3284.915,40310.757,20426.601,17346.794,22740.121,304.057,817.321,664.581,4859.585,2950.45,14044.7,6633.332,8908.676,390.954,4633.548,99.63,3537.284,67.65,276.678,779.42,2645.199,286.353,4334.696,1928.737,535.183,57.15,1737.151,2433.394,303.286,953.129,38843.744,4408.271,1401.175,656.641,12996.584,79.641,0.896,293.973,163.709,158,4,15,1541.973,4573.709
15600.352,18815.524,11325.979,8026.998,2946.716,2261.415,33500.118,13892.682,11611.651,15241.984,273.172,649.133,223.795,1336.251,9891.439,26960.817,2711.022,10490.27,317.961,818.425,99.414,1241.6,94.91,1830.814,791.597,685.648,192.814,840.197,4132.823,325.055,53.24,920.043,910.079,302.272,725.272,21257.52,1925.7,121.444,423.962,7971.518,66.861,0.931,312.328,163.187,158,4,15,1560.328,4573.187
15671.397,18289.411,11664.677,8095.573,3038.081,2351.347,28094.225,14422.773,12762.892,17158.35,428.947,968.351,321.226,1806.485,5269.625,49149.643,6472.025,23958.809,514.832,1666.386,136.226,3735.936,267.248,276.654,843.087,2252.336,247.464,400.568,6684.083,382.503,73.285,1909.72,1953.283,362.774,782.549,41266.968,1745.501,234.555,669.648,15385.155,80.381,0.903,244.55,165.759,158,4,15,1492.55,4575.759
27775.257,32195.853,20476.817,14245.212,5173.497,3900.36,42521.915,25328.327,22491.638,28637.917,389.517,1031.747,525.948,8769.838,3941.701,12962.974,12480.722,9561.036,452.472,1637.924,126.121,4570.077,51.034,408.896,1143.643,1789.22,330.788,7935.881,60.893,668.927,62.474,2118.753,2653.981,290.665,1000.011,36508.645,4472.092,2823.992,992.343,13685.01,120.835,0.887,290.87,168.504,158,4,15,1538.87,4578.504
10200.382,12491.907,7641.574,5342.088,1990.835,1503.706,25260.046,9624.26,8665.266,11562.166,234.043,518.553,167.55,982.501,4656.178,52398.296,3421.376,13405.585,255.735,330.721,77.163,1214.546,36.946,215.49,516.134,1160.143,136.031,268.122,714.151,249.915,53.81,428.921,740.547,138.231,296.84,39377.279,905.704,80.662,349.635,10736.026,71.825,0.937,333.573,166.47,158,4,15,1581.573,4576.47
21867.9,26311.432,16161.134,11266.21,4049.829,3156.54,41882.392,19543.657,16852.724,21726.071,336.336,846.647,285.708,1722.704,11685.881,40252.681,3439.239,15287.283,400.269,1235.407,124.269,2256.742,94.29,1434.64,974.448,780.246,313.202,787.338,4403.47,445.395,58.21,1482.62,2041.109,371.795,814.437,27010.312,2277.341,164.326,886.285,15885.931,85.873,0.877,312.119,169.141,158,4,15,1560.119,4579.141
17303.577,20813.159,12603.418,8841.734,3365.71,2558.026,33117.298,15417.004,13363.434,17253.583,253.559,588.724,452.145,1936.644,2514.295,20670.892,4198.461,6221.373,206.214,85.066,84.499,824.296,39.076,178.866,441.209,1324.274,135.042,312.663,936.769,311.397,50.679,981.595,1006.427,185.949,577.924,17644.162,713.905,125.47,446.343,11599.821,121.786,0.81,383.625,173.163,158,4,15,1631.625,4583.163
9726.429,11129.692,7438.344,5332.777,1953.144,1480.811,26803.38,9185.952,8253.608,10715.365,216.418,509.214,194.959,480.938,2353.693,20023.976,3262.423,11051.62,275.307,1235.848,79.2,1862.335,205.947,125.791,429.75,1735.946,165.543,269.623,6990.707,230.436,55.537,1308.244,956.275,301.365,2321.72,15723.611,2014.549,239.191,661.989,8159.35,70.241,0.901,92.206,172.486,158,4,15,1340.206,4582.486
13380.576,15972.225,9655.415,6840.119,2610.646,2017.432,31108.535,12032.705,9831.665,12768.608,329.62,786.504,311.89,1454.467,6301.948,51528.585,6745.47,28279.83,464.619,994.68,114.505,4119.661,67.016,235.139,597.001,1911.504,312.997,1359.438,2191.649,349.922,64.742,1822.08,2367.089,330.635,705.637,40494.366,5438.205,154.094,867.371,11888.163,83.444,0.894,259.175,174.444,158,4,15,1507.175,4584.444
24496.968,29298.314,18123.216,12680.728,4667.379,3538.521,41384.999,22609.566,19986.846,26350.834,396.893,1014.411,437.846,4643.897,4108.771,12901.358,12060.572,10283.301,421.489,10227.46,128.443,4961.967,67.464,403.979,703.669,1423.883,343.075,12390.164,1286.343,761.785,66.206,2414.532,3015.931,301.316,925.078,27393.968,5501.024,661.295,1016.299,23025.363,166.359,0.855,287.604,176.943,158,4,15,1535.604,4586.943
21336.289,23663.96,15684.899,11002.215,4155.744,3263.179,38965.029,18533.975,15548.585,19102.863,294.805,775.111,291.258,1737.329,4929.187,44931.103,5707.824,11248.308,374.936,3350.594,108.487,2377.714,193.198,210.433,626.356,5407.786,232.8,595.113,4450.149,486.181,57.41,1794.208,2121.971,312.997,926.765,36608.688,1520.389,151.726,1042.139,24304.175,98.443,0.924,168.731,176.307,158,4,15,1416.731,4586.307
20362.725,24598.108,15017.314,10464.342,3899.276,3024.446,39338.906,18252.197,15453.616,19698.506,332.853,770.537,281.099,3297.336,12400.059,31448.163,3562.639,13905.072,369.805,1411.603,119.336,2477.943,99.683,1595.437,1137.385,551.565,701.045,1390.43,5363.658,402.729,60.162,2027.736,1941.709,311.061,896.984,27221.887,1952.942,200.744,1240.374,12450.547,92.528,0.889,312.89,175.84,158,4,15,1560.89,4585.84
14256.458,17282.075,10534.233,7426.36,2786.278,2124.267,33645.999,12950.218,11165.55,14269.771,293.818,736.683,299.148,3465.921,4738.306,2677.393,3693.554,3598.474,277.282,30498.299,105.959,3298.402,64.857,562.932,980.714,72.144,241.88,2064.496,28.181,558.427,57.91,2994.234,2885.485,358.622,3264.638,4325.881,3872.045,201.159,633.723,16020.618,162.979,0.751,369.86,178.225,158,4,15,1617.86,4588.225
15767.183,19135.824,11661.377,8234.293,3093.329,2376.354,34967.273,14307.057,12590.002,16354.276,247.255,608.777,209.561,1260.852,3881.291,15244.389,2670.135,7268.792,250.567,5489.825,88.138,1517.572,41.533,283.736,437.201,805.581,166.494,888.159,634.565,464.998,54.81,1186.771,1293.663,197.004,673.62,28863.254,1175.926,101.734,419.46,17571.071,94.112,0.853,343.664,181.554,158,4,15,1591.664,4591.554
14001.307,16569.269,10500.129,7353.102,2760.497,2123.876,26800.212,13114.555,11616.482,15558.325,431.919,910.163,295.792,1616.212,5146.357,45521.661,5186.693,17207.915,394.453,273.375,146.187,2297.242,104.28,225.96,564.135,6856.26,223.067,572.933,4677.552,388.252,71.128,1077.023,1429.543,322.282,1492.501,40444.31,2274.702,142.11,581.893,14784.636,76.684,0.9,232.941,182.197,158,4,15,1480.941,4592.197
12960.878,15505.283,9561.549,6783.687,2520.917,1918.531,30067.289,12306.641,11294.904,15037.976,232.502,570.76,204.695,3156.773,8757.72,2333.253,1878.12,2096.335,203.272,2100.146,96.512,1664.342,56.391,1394.831,790.438,65.711,139.08,5084.017,30.87,304.153,56.209,924.938,1104.704,149.346,950.898,3076.741,993.504,95.906,658.938,5408.039,73.832,0.931,381.508,183.402,158,4,15,1629.508,4593.402
11790.811,13903.023,8762.899,6290.558,2351.965,1783.475,29701.549,10798.282,9244.084,11807.99,396.028,872.495,310.927,1194.105,5211.852,44744.083,5767.262,10727.633,434.573,10867.597,138.982,2573.083,145.394,211.037,669.054,5793.251,199.154,66.424,6483.129,428.526,62.034,1953.418,1976.424,479.117,3096.623,30846.26,2355.525,225.075,608.993,7602.494,87.88,0.797,191.622,186.449,158,4,15,1439.622,4596.449
17334.677,20848.71,12940.42,9085.002,3349.739,2555.02,36049.685,16163.176,14177.723,18183.962,272.465,738.166,251.877,1040.96,9006.581,35888.141,3693.353,10069.436,326.91,5765.26,91.631,3056.153,64.673,778.404,628.919,1210.075,204.246,2778.437,1882.08,492.512,60.035,1620.234,2475.787,224.47,702.628,23594.982,2680.082,133.586,636.91,15731.178,209.349,0.705,292.228,188.677,158,4,15,1540.228,4598.677
19536.561,23333.474,14290.363,10173.252,3756.523,2885.393,41098.317,17614.137,15354.343,19423.615,254.914,644.52,372.478,3319.637,4653.714,8419.666,5476.662,8319.221,310.114,13101.429,99.735,2488.258,46.026,340.905,736.265,3168.122,189.619,4717.693,39.918,555.875,58.543,1795.781,2314.937,262.135,2057.011,23064.917,1378.72,136.812,915.209,20312.737,124.743,0.861,376.837,197.678,158,4,15,1624.837,4607.678
20375.347,22964.381,15093.51,10647.792,4002.497,3081.181,36273.401,18518.491,15983.406,20268.233,517.388,983.938,368.513,1644.377,5956.125,49048.239,6591.953,19773.874,483.262,1587.954,173.111,3464.426,153.327,240.085,848.891,6420.392,218.657,366.179,5602.23,375.901,78.375,2011.333,2274.919,355.935,1140.462,36045.468,1499.767,231.913,1046.261,15891.032,147.136,0.848,191.164,200.484,158,4,15,1439.164,4610.484
14833.868,17282.958,10874.738,7703.216,2941.684,2257.244,34416.083,13250.395,10862.179,13319.939,431.814,884.615,339.383,986.034,4684.567,52814.261,4381.255,22994.018,439.132,620.632,139.632,3718.611,124.149,256.406,672.959,6648.852,215.541,433.695,3573.425,326.932,68.453,2997.526,2330.919,311.281,749.877,42919.32,3711.001,188.612,801.887,12827.087,77.846,0.874,178.931,202.349,158,4,15,1426.931,4612.349
19937.855,23098.114,14784.62,10438.736,3936.166,3060.076,38402.259,18545.326,16111.862,20742.647,331.007,784.631,1201.177,1132.105,8608.284,9633.964,1821.383,5217.639,420.66,3915.983,106.103,5592.292,263.019,1543.953,1103.169,271.174,2759.058,1016.947,11270.583,445.812,65.515,2938.396,4524.365,477.463,797.389,9565.854,2020.234,142.542,992.465,12041.565,96.013,0.892,319.915,202.555,158,4,15,1567.915,4612.555
15906.78,16962.711,11745.825,8117.797,3103.961,2492.512,34617.67,14065.598,11722.555,14061.255,240.3,570.711,209.991,924.241,3283.395,22832.991,4965.758,9834.102,299.742,583.428,92.869,1689.879,157.892,154.171,760.94,5387.528,169.907,338.301,5950.696,396.331,57.545,2518.201,1629.99,272.747,2351.209,17105.471,2311.1,294.666,529.89,14949.396,112.385,0.906,14.239,203.551,158,4,15,1262.239,4613.551
21524.797,24596.822,16116.94,11366.893,4241.285,3207.699,38034.855,19711.565,17617.976,22185.201,245.63,648.802,291.754,2313.859,3617.667,7321.967,4075.129,4968.86,269.772,3137.16,98.602,1044.58,47.403,584.474,555.145,1436.444,166.967,493.908,29.126,530.142,55.406,551.991,803.97,127.673,1594.16,14271.1,1986.389,78.555,326.924,11442.338,205.652,0.778,383.777,204.948,158,4,15,1631.777,4614.948
18049.35,19241.116,13319.445,9385.561,3612.494,2860.56,35242.328,16115.285,13619.271,17075.627,304.605,751.719,261.62,704.297,2542.083,36717.466,4368.602,9207.653,356.148,3131.553,104.573,1715.479,152.173,171.521,427.917,3803.918,198.247,176.136,3924.62,383.89,57.161,1906.572,1683.565,295.471,1312.894,17104.59,1744.475,200.237,547.307,16003.929,117.878,0.905,35.666,204.856,158,4,15,1283.666,4614.856
18822.851,21298.1,14140.18,9981.881,3798.093,2970.883,33612.267,17738.622,15776.22,20224.007,307.512,718.213,460.976,569.229,6934.082,2698.409,1038.097,2462.003,375.17,5699.798,99.858,1907.873,330.236,1265.53,655.324,122.998,1229.838,1603.306,9805.197,408.139,62.662,1721.925,1859.406,396.385,651.343,5079.024,1732.517,95.34,450.477,12174.255,108.266,0.81,318.17,211.399,158,4,15,1566.17,4621.399
17828.733,20572.844,13191.682,9246.746,3547.806,2687.605,36462.658,16226.188,14026.175,17841.149,350.439,868.094,384.361,998.334,4914.402,32601.801,5524.157,15155.553,532.387,14217.955,113.719,3707.55,156.465,252.395,563.964,4009.417,266.525,322.239,10898.098,554.695,63.967,3955.263,2999.709,568.849,2788.415,26931.626,3760.698,183.128,964.024,9667.145,177.767,0.794,185.867,217.27,158,4,15,1433.867,4627.27
15562.467,18113.212,11445.06,8021.666,3117.108,2433.9,35930.801,14173.998,12294.982,16051.485,305.672,790.241,411.046,488.409,2540.922,2111.03,7730.183,3268.383,345.166,24742.272,113.556,3523.44,61.967,230.251,411.939,74.359,342.66,17953.714,47.263,638.12,75.747,3114.3,2798.732,344.021,1291.759,5880.128,5564.996,181.017,788.938,11756.262,145.763,0.775,250.609,217.844,158,4,15,1498.609,4627.844
21009.464,21652.394,16226.248,11244.29,4318.879,3408.28,32891.714,20193.402,17905.323,22097.744,364.492,854.161,290.765,1205.158,10477.379,12339.381,2066.612,5458.598,421.589,904.41,128.175,2025.083,211.319,1383.255,836.737,798.732,216.947,331.472,7609.433,465.709,63.047,2902.76,1659.803,396.309,1252.502,11287.815,1277.598,182.509,988.313,6458.126,112.596,0.916,239.429,219.689,158,4,15,1487.429,4629.689
16303.886,18448.446,12158.838,8513.967,3298.546,2578.437,33219.387,15013.019,12906.891,16316.791,329.14,716.931,240.493,689.214,3855.703,30695.879,2869.141,10089.308,493.721,2777.269,106.774,2641.849,388.863,208.91,530.912,2395.1,175.381,405.866,15251.764,367.029,62.032,3148.28,1884.956,501.304,1856.735,19866.461,2093.566,226.713,686.821,14709.754,136.679,0.848,142.968,223.131,158,4,15,1390.968,4633.131
17360.181,19281.418,12985.814,9023.162,3441.37,2663.075,31626.282,15787.646,13623.598,17098.419,319.794,823.005,304.048,675.377,3778.595,47098.285,4004.004,12814.746,362.482,1627.301,118.602,2594.814,88.368,192.127,442.546,2365.379,237.489,637.911,2009.787,379.563,58.358,1177.867,1600.049,195.294,429.283,34207.908,2067.486,90.883,816.389,21302.94,88.725,0.886,161.469,225.928,158,4,15,1409.469,4635.928
16379.812,19110.005,11874.245,8309.546,3182.722,2517.905,34785.304,13844.212,11102.546,12846.262,363.627,849.747,316.379,1024.693,8689.555,57942.164,4791.009,18585.875,367.353,664.486,132.525,2709.656,74.887,265.164,745.798,6460.195,202.346,179.346,953.833,264.788,73.474,2105.743,2036.583,304.15,813.101,40879.774,1796.836,188.977,601.68,12628.349,70.241,0.877,268.945,226.192,158,4,15,1516.945,4636.192
14442.204,16679.563,10664.196,7451.17,2825.922,2152.887,33467.742,12417.869,10112.982,12031.599,324.899,782.048,300.754,989.176,2922.161,47962.564,2612.315,12421.881,399.83,1470.715,117.753,3173.608,210.534,215.145,457.487,4084.232,211.888,676.026,6314.287,279.549,60.707,2105.217,2249.003,329.228,709.893,24988.722,1527.382,182.078,926.207,10929.116,70.029,0.892,171.288,226.374,158,4,15,1419.288,4636.374
17674.949,20614.351,12968.384,9051.612,3342.529,2605.23,36259.949,14803.583,12644.282,15251.174,258.209,584.847,525.445,1371.55,12314.851,19354.61,2055.749,4761.716,292.251,197.371,95.678,876.948,167.39,1432.441,1004.587,2422.142,158.556,141.08,3717.559,293.488,55.417,1083.97,1280.718,240.974,932.292,6218.879,922.259,114.912,740.809,7866.941,76.684,0.906,381.105,226.659,158,4,15,1629.105,4636.659
18898.006,20413.123,14164.266,9758.745,3681.722,2905.397,31183.931,16578.197,13791.159,16768.793,310.486,845.811,291.631,1006.507,3867.964,41001.424,4918.69,14358.871,350.29,1312.975,114.241,2432.213,168.631,179.716,448.889,4284.333,243.919,969.84,2315.808,378.038,61.114,1167.07,1538.02,266.911,1831.481,25729.518,2011.764,144.555,774.114,19317.732,85.873,0.904,120.552,233.229,158,4,15,1368.552,4643.229
11654.437,13642.241,8241.787,5867.903,2367.39,1926.584,28382.648,10489.825,8703.93,11179.197,174.956,378.74,130.928,1910.992,7814.235,12403.036,1388.74,3148.141,168.63,727.501,67.65,612.078,87.08,834.654,686.702,1518.201,77.107,1151.199,37.718,188.588,49.336,705.095,602.666,113.592,574.227,5088.869,709.986,128.064,397.453,4244.795,53.129,0.899,381.36,232.78,158,4,15,1629.36,4642.78
14539.014,15838.771,10895.519,7593.182,2904.169,2263.601,30415.259,13258.764,11487.3,14401.437,331.665,719.769,265.76,596.824,3741.946,35124.661,3217.124,8526.564,456.355,1058.631,104.094,1949.416,295.99,179.874,531.654,2964.213,204.654,254.32,11142.196,332.223,58.699,2870.109,1715.44,429.31,2428.109,14497.007,2259.487,450.231,454.212,12848.024,105.836,0.861,76.781,236.946,158,4,15,1324.781,4646.946
16305.77,18946.885,11931.826,8380.899,3267.423,2592.595,33883.932,14762.335,12632.04,16188.514,319.523,801.038,326.176,1409.49,4129.313,24735.363,6674.154,13654.071,471.104,182.531,110.86,3359.612,251.29,304.978,846.232,2124.304,269.519,1563.044,8250.821,490.847,65.476,2507.223,2504.397,536.031,1241.814,34571.581,4857.096,138.882,941.738,19019.929,100.872,0.867,311,241.409,158,4,15,1559,4651.409
15015.417,16418.293,11080.15,7606.592,2850.67,2297.984,36861.864,12647.466,10276.435,11923.373,306.559,712.305,276.489,614.124,5612.469,49263.171,3865.309,8526.374,462.596,1049.693,99.624,2572.613,310.198,199.271,659.062,3601.704,198.25,672.141,11577.258,277.379,61.396,2462.941,2242.661,496.039,2356.542,14761.663,2529.363,225.154,414.93,9681.584,99.182,0.853,87.355,241.874,158,4,15,1335.355,4651.874
12118.931,14049.212,8918.827,6330.393,2456.283,1907.096,30005.077,10808.351,8856.179,11010.764,397.181,932.131,378.593,1124.911,5839.677,53786.923,5898.47,21787.42,558.864,427.313,137.342,4456.607,224.272,239.428,570.802,4587.994,252.96,233.511,10866.62,338.786,63.76,2728.206,2429.859,467.72,1892.141,44127.794,2036.93,182.783,1159.888,10837.115,66.121,0.826,203.224,249.101,158,4,15,1451.224,4659.101
14924.495,17370.454,11274.275,7857.433,3046.04,2367.554,30238.443,14464.478,13181.772,17534.6,212.951,595.253,210.001,2613.39,10795.183,29948.664,2173.824,9807.672,315.064,2388.09,80.227,2099.007,96.904,1105.711,774.314,652.39,171.507,867.671,4515.057,374.966,55.789,906.866,1116.202,257.564,738.854,25671.52,1973.749,145.034,549.024,8953.767,87.669,0.917,256.841,249.804,158,4,15,1504.841,4659.804
15518.5,18187.581,11161.365,7555.648,3020.175,2441.251,34893.598,12703.777,9826.249,11879.611,309.897,815.345,261.672,1020.146,6602.347,56334.496,5154.991,17227.061,350.129,2079.111,99.998,2210.373,67.967,220.166,571.144,2467.041,219.865,440.249,992.478,282.279,64.926,1979.26,1885.483,310.664,815.288,37241.434,3910.544,235.769,495.402,10145.742,48.376,0.901,277.633,249.763,158,4,15,1525.633,4659.763
12370.445,14296.042,9108.9,6422.297,2528.792,1997.985,30551.547,11389.493,9695.847,12360.453,308.688,706.865,350.962,2048.435,13281.618,59192.93,9457.062,45026.877,493.312,509.59,115.088,4290.74,133.995,277.852,1760.347,5397.113,224.357,486.243,1635.735,492.003,64.037,2460.672,2782.445,406.702,1195.42,51943.818,3032.447,437.477,1035.585,10201.555,63.375,0.894,311.95,252.95,158,4,15,1559.95,4662.95
16902.191,19714.245,12442.465,8691.857,3379.725,2677.87,37148.845,14815.789,12503.712,15322.942,448.101,873.966,302.077,1225.491,3915.421,49474.534,4141.678,10533.324,341.75,11796.601,156.776,1916.174,48.353,222.234,471.447,14519.725,243.335,432.244,568.811,443.533,70.88,1503.535,1739.72,270.403,1055.291,19025.164,2121.856,124.275,441.387,6995.636,118.511,0.851,356.255,256.961,158,4,15,1604.255,4666.961
13826.396,15078.19,10379.025,7115.466,2752.646,2175.692,33626.19,12406.897,10393.592,12372.393,264.117,649.053,243.463,568.522,4369.288,21219.021,2978.182,8269.37,381.718,558.839,85.274,1547.366,216.119,166.44,491.397,894.634,198.938,197.874,9751.603,307.54,60.353,2137.388,1951.405,506.857,3099.215,17185.87,1950.298,354.577,379.442,13673.42,124.532,0.794,79.793,259.622,158,4,15,1327.793,4669.622
12341.179,13781.305,9235.246,6397.804,2517.841,1966.424,30935.812,11137.357,9585.096,11850.649,276.175,671.119,284.532,1208.931,3733.954,30379.777,5820.517,9832.026,295.451,1876.745,91.532,3210.314,278.875,176.199,677.954,7488.708,223.308,1498.494,4418.327,380.021,55.205,1546.917,1905.056,349.787,1415.655,22465.089,2724.691,202.745,1091.824,17239.006,73.726,0.882,114.358,269.266,158,4,15,1362.358,4679.266
20252.951,21149.041,15427.309,10637.788,4165.635,3314.365,30919.945,19556.906,17562.367,21662.222,234.84,635.517,189.829,981.242,7369.843,6989.186,1375.192,2144.239,293.055,355.749,85.231,1058.951,80.63,1149.834,862.768,117.646,180.585,1326.165,2797.774,377.087,57.226,1046.436,1272.15,264.962,1048.934,10786.325,2432.309,112.477,522.657,8091.576,102.245,0.917,248.718,270.681,158,4,15,1496.718,4680.681
17507.756,19572.755,13108.747,9042.07,3567.873,2821.149,33826.23,16357.78,14194.899,18151.753,306.84,748.245,277.327,1103.899,6087.865,43919.864,4717.236,14774.394,400.703,319.692,103.36,3478.935,158.333,207.079,758.249,6886.138,204.36,346.739,5943.924,366.649,59.057,2127.837,2212.063,280.795,1181.236,21939.124,1837.937,231.197,553.366,16239.114,134.249,0.839,151.184,273.174,158,4,15,1399.184,4683.174
17782.036,19523.594,13185.645,9007.209,3514.819,2770.971,32201.228,15045.982,12473.903,15306.591,366.43,814.514,268.701,690.197,3068.37,36089.74,4054.832,10734.64,349.115,1059.854,113.745,2010.825,425.673,166.379,414.63,2260.072,195.574,880.111,8145.969,327.378,61.676,1811.152,1588.886,418.609,987.107,19545.241,2074.351,185.463,743.919,12509.833,100.978,0.855,105.614,273.737,158,4,15,1353.614,4683.737
